date,time,user_name,text,link,retweet_counts,favorite_counts
2019-03-13,04:04:42,dlepffldk,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ콘 당선에 로또 당첨이면 진짜 인생ㅋㅋㅋㅋㅋㅋ,https://twitter.com/dlepffldk/status/1105681064435965952,0,0
2019-03-13,04:00:52,kevnari4517,나도 당선됏르먀무ㅜㅜㅜ,https://twitter.com/kevnari4517/status/1105680096872951810,0,0
2019-03-13,04:00:48,znino_z,람무님 앤드모어 당선 축하드려요!!!!!! 전 다음달 나고야 쇼니치 가는데 같은 공연은 아니지만 앤드모어 같이 즐길수있게되었네요!!!,https://twitter.com/znino_z/status/1105680081236615169,0,0
2019-03-13,04:00:28,maou_hoshi,엉ㅇ유ㅠㅠㅠ 축하해주셔서 감사해요ㅠㅠ 그동안 고생했던거 콘서트 당선될라구 그랬던건가바여!! 앞으로 더열심히월급루팡하구 콘서트만 기다리면서 버텨야겟서여!!,https://twitter.com/maou_hoshi/status/1105679995819589632,0,0
2019-03-13,03:58:37,on4458,4.3재 보선 지역 하루 빨리 후보 단일화 합시다! 자유당 당선되면 그 때부터는 지금 보는것보다 더 심각하게 날뛰겠죠,https://twitter.com/on4458/status/1105679530990002176,1,2
2019-03-13,03:56:19,ninorammu,ㅠㅠㅠㅠㅠㅠㅠㅠㅠ저 루님이 동행써주셨는데 5월 19일에 당선되셔가지구ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ 진짜ㅠㅠㅠㅠ감사하게ㅠㅠㅠㅠㅠㅠㅠㅠ,https://twitter.com/ninorammu/status/1105678953027518464,0,0
2019-03-13,03:55:01,ninorammu,네네네네 저 루님이 동행써주셨는데 19일 당선되가지구ㅠㅠㅠㅠㅠㅠㅠ,https://twitter.com/ninorammu/status/1105678624634527744,0,0
2019-03-13,03:53:55,ninorammu,한나님 ㅜㅜㅜㅜㅜㅜㅜ아 진짜...ㅜㅜㅜㅜㅜㅜ 제 당선으로 보니까 더 기뻐가지규ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ저 올해 훗카이도 두번가요ㅠㅠㅠㅠ,https://twitter.com/ninorammu/status/1105678347726516224,0,0
2019-03-13,03:53:27,ninorammu,ㅠ0ㅠ 쏭 ㅠ0ㅠ 울 쏭한테 부활당선 내놔아아아아아ㅠㅠㅠㅠㅠ가티보러갈래요ㅠㅠㅠㅠㅠㅠㅠㅠㅠ,https://twitter.com/ninorammu/status/1105678231707881472,0,0
2019-03-13,03:51:47,arashi_DW,ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ 꼭 당선되기...,https://twitter.com/arashi_DW/status/1105677811899981824,0,0
2019-03-13,03:46:41,wkivcji6,영·호남 발전협의회…조충훈 순천시장 회장 '당선',https://twitter.com/wkivcji6/status/1105676528996638720,0,0
2019-03-13,03:44:34,Aage_rashi,ㅠㅠㅠㅠㅠㅠ진짜 제가 다 기쁘고ㅠㅠㅠ 넘조아요!! 구름밈 당선길 걸었으니 삿포로 가는 길만 비행기 타구 날라가면 돼여!!!!! ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅠㅠㅠ그러니 돈짤(?) 보고 가세요 ,https://twitter.com/Aage_rashi/status/1105675996827541504,0,0
2019-03-13,03:44:31,Sho_love__8o8,헉 구름님 당선되신거에요??축하드려요!!:*:✼✿(ღ✪ｖ✪)｡ﾟ:*:✼.｡✿.｡,https://twitter.com/Sho_love__8o8/status/1105675983460274178,0,0
2019-03-13,03:44:28,FanBookOfficial,"팬북 WayV 팬아트 이벤트 당선자를 발표합니다! 곰곰님, 놀림님, EBINOSUSHI님, happybny님, ww9702님, 고말님, sotasty27님 모두 당선을 축하드립니다! 앞으로도 멋진 팬아트로 WayV의 활동을 응원해주세요 당선작 확인하기: https://www.fanbook.me/event/detail/48 #WayV #FanBook #팬북",https://twitter.com/FanBookOfficial/status/1105675970701225984,1618,689
2019-03-13,03:43:38,aforza7987,용산도진영이라서된거임 똑똑한공천 동작을 신경써야되요 나자위뇬 당선되는꼴더는못봐!!!,https://twitter.com/aforza7987/status/1105675759866208256,2,9
2019-03-13,03:43:05,kevnari4517,당선되신 분들 축하드랴요~!!,https://twitter.com/kevnari4517/status/1105675621554806785,0,0
2019-03-13,03:42:18,BBH_045692,"이게 다 고베 당선 안시켜줘서 그런거야 ;; ㅡ ㅡ,,, 지짜 짱나,,,",https://twitter.com/BBH_045692/status/1105675427173982208,0,0
2019-03-13,03:41:38,High_DayA_,"당선되신 분들 모두 축하드리고, 기회 놓치신 분들은 3월 하순에 부활당선 메일 꼭꼭 갈거에요 밍나 존버합시다 ˚▽˚)9 나두 오라스 부활당선 될지도 몰라! 존버!!",https://twitter.com/High_DayA_/status/1105675255740162048,0,3
2019-03-13,03:39:28,OSANM5_ArA,구름이 5월 17일에 당선됐대!!!,https://twitter.com/OSANM5_ArA/status/1105674711776649216,0,0
2019-03-13,03:38:39,shona_125_,에에 제이님 잘못도 아닌데요ㅜㅜㅜㅜ 동행자분이 당선되셔서 저는 삿포로 갑니다 ,https://twitter.com/shona_125_/status/1105674505614090240,0,0
2019-03-13,03:37:41,j_arashi_fan,저 혼자 당선되서 괜히 죄송하네요ㅠㅠㅠ,https://twitter.com/j_arashi_fan/status/1105674262864519168,0,0
2019-03-13,03:35:59,duck_gemil,오늘 콘서트 당선되신 탐라거주자분들 오메데또 ,https://twitter.com/duck_gemil/status/1105673835737636866,0,5
2019-03-13,03:33:19,a35910a,나도 아라시 20주년 콘서트 간다... ㅠㅠㅠㅠ 1희망 오사카 당선돼서 넘 다행 ㅠ ㅠㅠㅠ ,https://twitter.com/a35910a/status/1105673164019752961,0,1
2019-03-13,03:33:02,aki8264,ㅠㅠㅠㅠ 당선됬다 ㅜㅜㅜ1지망 ㅠㅠㅠㅠㅠㅠ,https://twitter.com/aki8264/status/1105673093354156032,0,1
2019-03-13,03:32:52,nyannya__115,이다님 당선댓어?!?!?!?!?!?!?!!?,https://twitter.com/nyannya__115/status/1105673052526796800,0,0
2019-03-13,03:32:37,dhshtkxhtl_love,당선 축하드려요!! ,https://twitter.com/dhshtkxhtl_love/status/1105672987187929088,0,0
2019-03-13,03:29:32,arashi_DW,아무콘이나 좋..다... 진짜 둘이 부활당선되서 콘서트 봐여... ㅜㅜㅜㅜㅜㅜㅜㅜ진짜루....정말 ㅇ루...,https://twitter.com/arashi_DW/status/1105672213322031104,0,0
2019-03-13,03:29:00,arashi_DW,나빼고 다 당선..이야.... ((( 파파들,https://twitter.com/arashi_DW/status/1105672078156431361,0,0
2019-03-13,03:25:25,arashi_DW,부활당선 기..원... ,https://twitter.com/arashi_DW/status/1105671176951468034,0,1
2019-03-13,03:25:11,raud_ann,담주 모당선...너무 기대된다...,https://twitter.com/raud_ann/status/1105671118654922753,0,0
2019-03-13,03:24:37,miinichii,역시나 내꺼 대표자로 넣은건 떨어진ㅋㅋㅋ 언니꺼 대표자로 넣은건 붙은ㅎㅎㅎ 명의 하나 연장 안한거 혹시나 하고 한장만 넣은건 오라스가 덜컥 붙었지만 본인확인이 불가한 명의이므로 아쉽지만 입금은 안하고 부활당선으로 돌리기로! 10월에 아라시 보러 갑니다! ,https://twitter.com/miinichii/status/1105670976459542529,0,5
2019-03-13,03:24:30,mar2__3,도대체 한번도 당선안되는 이 명의는 뭘까...??ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,https://twitter.com/mar2__3/status/1105670947204358144,0,0
2019-03-13,03:24:03,arashi_DW,! 당선이어어ㅛ?,https://twitter.com/arashi_DW/status/1105670832578224128,0,0
2019-03-13,03:22:24,s_yoonhw98,당선돼도 문제구만ㅠㅠ,https://twitter.com/s_yoonhw98/status/1105670417836957696,0,0
2019-03-13,03:22:04,haetsal_ba,헤헤 당연하죠!! 아 당선되셨다는 글 이제 봤어요!!! 축하드림다 ,https://twitter.com/haetsal_ba/status/1105670332273184769,0,0
2019-03-13,03:15:47,abc33883,서민 '문빠가 박사모와 다른 점' 180625 http://seomin.khan.kr/382 문제는문빠들의숫자가그리많지않다는점이다 전해철이경선에서별로힘도못써보고패배한것 그리고이재명이본선에서압도적인표차로당선된것은 현실에서문빠들의존재감이극히미미하다는걸잘보여준다.,https://twitter.com/abc33883/status/1105668751838535680,0,0
2019-03-13,03:15:06,arashiaijy,그래도 오라스라니ㅠㅠㅠ 전 부활당선이나 기다려야겟어요ㅠㅠㅠ 오늘은 다 낙선파티ㅠㅠㅠ,https://twitter.com/arashiaijy/status/1105668578651467776,0,0
2019-03-13,03:11:31,crystalsnowinst,저는 일본스타디움만 당선되게 해주세요... ,https://twitter.com/crystalsnowinst/status/1105667677501034498,0,0
2019-03-13,03:09:43,habins_,대박!!!구름님 당선이다!!!!!! 축하드려요!!!!!! 내선물(?) 사와요!!!!!!,https://twitter.com/habins_/status/1105667227469004802,0,0
2019-03-13,03:07:56,arashi_sho1671,전 제명의 하나 당선되고 다 떨어졌어요ㅠㅠ 쥬니 생일콘ㅋㅋㅋㅋㅋ 오사카에서 봐융 봄봄님 ,https://twitter.com/arashi_sho1671/status/1105666777478914049,0,0
2019-03-13,03:04:50,yabaiyatsu_AGNV,ㅋㅋㅋㅋㅋㅋ 이게 당선이 되긴 하려나? ,https://twitter.com/yabaiyatsu_AGNV/status/1105665996558200832,0,1
2019-03-13,03:04:26,s0105471,더 많은 유권자 분들과 악수를 많이 하시고 온기를 느끼며 에너지 충전 선거운동이 도움이 된다는거 들었습니다 꼭 당선 기원합니다 화이팅입니다,https://twitter.com/s0105471/status/1105665894007496704,2,4
2019-03-13,03:02:35,Aage_rashi,당선 되신분들 엄청 많으시네요 ㅠㅠㅠ 탐라 너머도 그러시구 다들 넘 축하드려요 ㅠㅠㅠ...,https://twitter.com/Aage_rashi/status/1105665428846592000,0,1
2019-03-13,03:01:03,hello_mylife_45,어제 일본동생들이.. 그러더라 초반은 좀 빡실수 있을지 몰라도 어차피 그 많은 사람 못잡을거라고!!! 글구.. 부활당선기간 있잖아!!!! 끝날때까지 끝이 아니니 포기 하지 말자요ㅠㅠ,https://twitter.com/hello_mylife_45/status/1105665043608170497,0,0
2019-03-13,02:59:43,Pluto_ORPG,저 지금 갑자기 불안해요 모당선에서 제게 무슨 일이잇ㅅ을지,https://twitter.com/Pluto_ORPG/status/1105664706973294593,0,0
2019-03-13,02:59:32,wacomkorea,와콤 X 그라폴리오 틴에이저 #일러스트공모전 당선작품 전시회 #3 통통튀는 상상력과 기발한 아이디어로 똘똘뭉친 10대 청소년 작가들의 일러스트 작품을 소개합니다 :) 온라인 전시회 보기 http://bit.ly/2HhHPEi #그라폴리오 #일러스트 #타블렛 #디지털드로잉,https://twitter.com/wacomkorea/status/1105664661691777024,1,3
2019-03-13,02:59:27,RO_corea,잊혀질 권리 어쩌고 하며 뜬 송명빈 마카그룹 대표가 아침에 자살했단다. 밑에 직원을 개 패듯 패서 오늘이 구속 적부심이었다. 송명빈은 문재인캠프에서 한자리 하던 사람이다. 과연 문재인은 문상을 갈까? 그래도 대통령 당선되는데 일조를 한 사람인데. 문상여부에 귀추가 주목이 된다.,https://twitter.com/RO_corea/status/1105664643672883201,25,21
2019-03-13,02:58:13,senarearui,당선축하해!ㅋㅋㅋ한번당선되니까 계속 되는 느낌?ㅎㅎ,https://twitter.com/senarearui/status/1105664332409405440,0,0
2019-03-13,02:53:02,Arashi_Rep,헉 당선발표날이었구나!! 당선되신 분들 넘넘 축하드려요!! ,https://twitter.com/Arashi_Rep/status/1105663028450615298,0,6
2019-03-13,02:52:30,heehee1224,내가 팔로한사람들은 거의 다 당선인 것 같다 ㅎ 당선되었다는 사람들뿐이네 ㅎㅎ오오,https://twitter.com/heehee1224/status/1105662894639714304,0,0
2019-03-13,02:50:23,sakamakisho0926,애정이 식었나... 아하하... 당선 시켜줘도 고민해ㅋㅋ,https://twitter.com/sakamakisho0926/status/1105662362114117633,0,0
2019-03-13,02:50:11,ninnininininnig,#사요_나라_이마 ㅋㅋㅋㅋ....아니 부활당선...없을까,https://twitter.com/ninnininininnig/status/1105662311518265345,0,1
2019-03-13,02:48:43,Kaimonin_617,세사에에엥!!!!!!! 구름님 당선 너무너무너무 축하드려요오요요요!!!!! ,https://twitter.com/Kaimonin_617/status/1105661939911258113,0,0
2019-03-13,02:45:41,yumeyoo0617,우리 겸댕이 ㅠ▽ㅠ 겸댕이 좀 더 일찍 만나서 기 받았으면 당선됐을지도 모르는데 내가 너무 게으름 부렸어 ! 좀 더 일찍 데이트하자고 조르는건데. 일요일에 만나니까 부활당선은 되겠지? 아리나 당선자의 힘을 받고 부활을 기다린다 ,https://twitter.com/yumeyoo0617/status/1105661176648687616,0,1
2019-03-13,02:42:42,higo_ars,그쵸... 안 믿기죠ㅠㅠㅠㅠ 진짜 당선 축하드려요ㅠㅠㅠ 그럼 돔에서 봅시다 ,https://twitter.com/higo_ars/status/1105660425591361536,0,0
2019-03-13,02:39:55,MuraSaki_o830,뭔가... 같이 동행하기로 한 친구가 오늘 당선발표가 꽤 되는데 결과적으로 추가로 되긴 되었는데 남자대표 명의있어서 머리아픔 진짜 본인확인 ,https://twitter.com/MuraSaki_o830/status/1105659725343948800,0,0
2019-03-13,02:39:29,ARASHI_mina,당선되신 분들 넘 부럽다ㅠ… 난 파미도 없는데…,https://twitter.com/ARASHI_mina/status/1105659618120749056,0,0
2019-03-13,02:38:22,Kaimonin_617,럽미님!!! 당선 너무 축하드려요!!! ,https://twitter.com/Kaimonin_617/status/1105659337224011776,0,0
2019-03-13,02:38:20,mori__j_,부활당선 언제죠? 도쿄 부활 노리는거 에바쎄바디바인가,https://twitter.com/mori__j_/status/1105659327090548736,0,0
2019-03-13,02:36:41,244__blue,하나 당선됬는데도 이틀가고싶은 덕구의 맴이란..,https://twitter.com/244__blue/status/1105658912542416896,0,1
2019-03-13,02:36:33,Licht_z,와 탐라에 당선되신분들 많다!! 금손분들이라 덕업을 많이 쌓으셔서 그런가 ㅋㅋㅋㅋ 모두 축하드려여,https://twitter.com/Licht_z/status/1105658877939322880,0,0
2019-03-13,02:35:25,_ninoran_,옴마 뜌님 축하드려요 생일도 당선도ㅠㅠㅠㅠ 경사났어요 정말 ,https://twitter.com/_ninoran_/status/1105658595385892869,0,1
2019-03-13,02:35:08,mori__j_,근데 확실히 공연 마니해서 거의 다 당선되는듯... 동행자 포함해서 전부 낙선된사람 한명도 못본듯,https://twitter.com/mori__j_/status/1105658522648305664,0,0
2019-03-13,02:35:06,personaGX,나경원 일본에서 출마하면 당선될거 같네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,https://twitter.com/personaGX/status/1105658511868944385,0,0
2019-03-13,02:33:27,yangsanbak,국민쌍년 나겡원이 천하의 밉상이기는 하지만 동작구민의 열화와 같은 지지로 당선된 엄연한 국회의원 나리다. 달통이 김정은 대변인이라는 말에 발끈한 덜떠러진 조폭당 국가원수모독죄라고? 지금이 박정희 유신왕조 시대냐?아니면 전두환이의 동토공화국시대냐? 이런 놈들이 민주세력?,https://twitter.com/yangsanbak/status/1105658097417117696,4,2
2019-03-13,02:32:42,higo_ars,생일콘당선 축하드려요!!! ,https://twitter.com/higo_ars/status/1105657908774068232,0,0
2019-03-13,02:31:04,arashi__room,저 일단 부활당선까지 함 기다려 보고 그것두 안되면..ㅠㅜㅜㅠㅠㅠㅠㅠㅠ 일단 4월 콘서트 보고 유즛떼든 뭐든 해보려구요ㅠㅠㅠㅠ,https://twitter.com/arashi__room/status/1105657499133177856,0,0
2019-03-13,02:29:54,yousmama,무엇? 당선 된거야?,https://twitter.com/yousmama/status/1105657204869230592,0,0
2019-03-13,02:29:34,S_11013,삿포로 당선 (것도 5월) 되서 못가겠군 흠.. 하는데 온 회사 직원 + 사장님까지 갔다오라고 가서 맛있는거도 먹고 놀고 오라고 해서 가기로 했당 5월 평일 휴일 클리에로 한번 받아서 가망없을거라 생각했는데ㅠㅠ,https://twitter.com/S_11013/status/1105657123000586243,0,0
2019-03-13,02:29:05,Lidam_3104,당선된분들......부러워..,https://twitter.com/Lidam_3104/status/1105656999189069824,0,0
2019-03-13,02:27:56,S_11013,~회사 미팅 중에 몰래 당선발표 보고 헉 소리 나온 신부님~,https://twitter.com/S_11013/status/1105656708762722304,0,0
2019-03-13,02:27:17,araara_ninomi,당선된 분들 진짜 너무 축하합니다 ㅜㅜ 다들 예쁜 울 오지상들 눈에 잔뜩 담아오시길 바라요 파미가 없는 늦덕은 ••• 눈물을 조금 흘리지만 ••• 제 몫까지(?) 다들 잘 볼 수 있기를 빕니다 진짜 다들 넘 추카포카 ,https://twitter.com/araara_ninomi/status/1105656546006978560,0,6
2019-03-13,02:25:56,1k_j_s1,헤르밈.. 그러다 부활당선 정보까지 뮤트되지 않을까요.......,https://twitter.com/1k_j_s1/status/1105656208197730304,0,1
2019-03-13,02:24:45,1k_j_s1,완전히 다 짤렸나요..? 1차당선 이후로 소식을 못들었어서......,https://twitter.com/1k_j_s1/status/1105655907776524288,0,0
2019-03-13,02:23:08,Arashiduck,다들 당선되셨나요??저는 낙선입니다..ㅠㅠ,https://twitter.com/Arashiduck/status/1105655500715130880,0,0
2019-03-13,02:22:23,yama__kaze___,3월 1일/13일 두번에 걸친 모시코미 당락여부 당선 되신 분들은 너무 축하드리구 즐겁게 콘서트를 즐기다 오시면 좋겠습니다 혹시라두 낙선이시라면 걱정마세요 부활당선에 꼭 들어갈거예여! ,https://twitter.com/yama__kaze___/status/1105655314433466368,0,45
2019-03-13,02:20:57,dalkanzin,이규석씨 교육감 꼭 당선되세요. 부정비리있는 교육감은 다시는 없어야합니다!!,https://twitter.com/dalkanzin/status/1105654951064174598,0,0
2019-03-13,02:16:41,leesk0104,"한유총, 차기 이사장 선출을 위한 정기이사회 비공개로 개최 극우 성향 강성 이사장이 당선될 가능성과 ‘빨갱이’ 문재인 정부로 투쟁에 나설듯 한유총은 물밑에서 반격을 준비하고 있다 의사협회와 연대투쟁 가능성도 있다 “대한의사협회는 할 말 다하면서도 챙길 건 다 챙긴다. 배워야 한다”",https://twitter.com/leesk0104/status/1105653878861631489,3,3
2019-03-13,02:16:21,aranin_hyon,여러분 저 어떻해요ㅜㅜㅜ당선됬어요ㅜㅜ근데 금요이류ㅜㅜㅜ학교 째야해요ㅜㅜㅜㅜ아 좋은데 너무 좋아서 디금 실수투성이고ㅠㅜㅜ난리났어요 진정하자 하또야ㅜㅜㅜ ,https://twitter.com/aranin_hyon/status/1105653793767608320,0,13
2019-03-13,02:16:03,ninomram17,구또모닝 구또모니이잉 당선되신분들 축하드랴요오오~!~!~!,https://twitter.com/ninomram17/status/1105653719071252480,0,2
2019-03-13,02:14:55,katharinejunjun,ㅠㅠㅠㅠㅠ 감사합니다 처럼님 그래도 어떻게 가긴 가네요 ㅠㅠㅠ 저희 같이 쓴 것도 당선되었으면 좋았을텐데 부활 같은 거라도 꼭 소식 오길 바라보아요ㅠㅠㅠㅠㅠㅠ,https://twitter.com/katharinejunjun/status/1105653435297226752,0,0
2019-03-13,02:13:25,jei0523jei,일단 입금 미쳤다 진짜 작년부터 불쌍해서 거둬주나... 고맙습니다 ㅜ 이제 당선시켜주셨으니 시타노호오 시켜주세요 ㅠ,https://twitter.com/jei0523jei/status/1105653055079342081,0,1
2019-03-13,02:12:17,yumeyoo0617,앗쿵님 ㅠㅠ 저 이번에 일본 가서 신사를 3개를 돌면서 전부 아라시 콘서트 가게 해달라고 빌었거든요 우울해요 ! 저도 마지막까지 끈 안 놓고 부활당선 기도해야겠어요.. 앗쿵님 저희 꼭 아라시 봐요!!,https://twitter.com/yumeyoo0617/status/1105652771292766209,0,0
2019-03-13,02:09:29,pdrARS,헉 당락결과가 마구 나오고 잇군요 부활당선은 언제지... (부질없이품어보는궁금증),https://twitter.com/pdrARS/status/1105652067400507397,0,1
2019-03-13,02:09:09,haneultok,당선되긴 했는데....... 4지망 삿포로가 되었.. 날짜도 하필 5/19야 나 이날 지오디 볼건데..??,https://twitter.com/haneultok/status/1105651982218420225,0,0
2019-03-13,02:06:26,Jong_Hyun_C,"조합장 당선에 사활을 거는 것은 워낙 막강한 권한이 주어지기 때문입니다. 연봉 2억 원에 전용차량, 판공비와 업무추진비는 별도입니다. 조합 인사권을 갖고 있어 각종 사업에 입김을 불어 넣을 수 있습니다. [조합 관계자 : 말만 하면 진행되는 그 정도의 권한이 있죠. 제왕이죠.] ",https://twitter.com/Jong_Hyun_C/status/1105651297812803584,0,0
2019-03-13,02:05:40,YongKim62961403,닭씨가 대통령 당선됐을 때 느꼈던 분노와 좌절감이 느껴지네요.......,https://twitter.com/YongKim62961403/status/1105651108524056577,0,0
2019-03-13,02:05:11,kevnari4517,부럽다 당선....ㅠㅠㅠ,https://twitter.com/kevnari4517/status/1105650986398306304,0,0
2019-03-13,02:04:33,H___wang,이번에 너무 기대를 많이 했었나봐요..ㅜㅜ 저도 낙선이에요..ㅠㅠ 하지만 저 지금 계속 부활당선 행복회로만 돌리고 있는걸여..!! 유메님도 저두 부활당선 될꺼에요!!! 부활메일 올때까지 열심히 기도하려구요!!! ,https://twitter.com/H___wang/status/1105650826347868165,0,1
2019-03-13,02:03:39,LIHI_NE,당선도 처음 삿포로도 처음 콘서트도 처음 나는 무사히 돌아올수 잇는 고야??,https://twitter.com/LIHI_NE/status/1105650600648171520,1,1
2019-03-13,02:03:04,hanbi0830_,헐 오늘 당선뜨는날이구나,https://twitter.com/hanbi0830_/status/1105650452173971456,0,0
2019-03-13,01:59:48,SHO_siziku,홋가이도 5월18일!!! 당선!!!! 꺄아아아아아아!!!! 간다 간다 드뎌 간다 ㅜㅜ,https://twitter.com/SHO_siziku/status/1105649631159971840,0,5
2019-03-13,01:59:22,historia9110,"마지막 제3기의 시기가 지니는 가장 큰 특징은 미국 중심의 패권적 질서가 점차로 형해화되다가 2017년 트럼프의 당선을 계기로 미국이 세계적 패권국가에서 하나의 국민국가로 전환되어가고 있다는 점이 아닐까 싶다. 영국 중심의 패권적 질서에서 미국 중심의 패권적 질서로, 이제 패권적 질서를",https://twitter.com/historia9110/status/1105649521298595841,0,0
2019-03-13,01:58:49,junijunijuni2,헐 삿포로 당선,https://twitter.com/junijunijuni2/status/1105649381577973760,0,0
2019-03-13,01:58:07,historia9110,"유통망을 창출하는 과정으로, 제2기를 1917~1972년의 55년의 시기를 선진국들 간의 협력에 의한 자본주의적 세계시장과 식민지 체제의 종말을 통해 근대국민국가 형성의 시기로 이해하고, 그 이후의 제3기를 1972~현재까지를 트럼프의 당선까지를 완성된 자본주의적 세계시장과 근대국민국가 체제",https://twitter.com/historia9110/status/1105649208051142656,0,0
2019-03-13,01:57:54,_0f2350_fdb58f,절대 당선될리 없다고 이번달 생활비 남은 돈도 다 저금해버렸는데 역시 기대치가 낮아야 행운이 오는가...!,https://twitter.com/_0f2350_fdb58f/status/1105649150744354816,0,0
2019-03-13,01:51:34,copyleft21,당신도 가장 젊은 국회의원으로 그리고 흙수저로 당선되놓고는 소통도 안하고 젊은이들이 공장에 기계에 끼여 죽어갈때 한마디도 안하고 다음에는 연산동에서 무조건 아웃이다,https://twitter.com/copyleft21/status/1105647556707545089,0,0
2019-03-13,01:49:56,MIYO_xoxo94,꺅! 전부 당선..ㅋㅋㅋ 이제 어떻게 들어가느냐가 문제군.. ㅋ,https://twitter.com/MIYO_xoxo94/status/1105647145598705669,0,1
2019-03-13,01:49:35,sakurai0125_113,당선!!!,https://twitter.com/sakurai0125_113/status/1105647058734604288,0,0
2019-03-13,01:48:31,Ono_8O_1126,존버는 승리한다 부활당선 오네가이 ,https://twitter.com/Ono_8O_1126/status/1105646790525636608,0,1
2019-03-13,01:47:32,ontoshi_,갸아아악 뜌님 늦었지만 생일도 축하드리고 무엇보다 당선되신거 정말 축하드려요(⸝⸝⸝ᵒ̴̶̷̥́ ᴗ ᵒ̴̶̷̣̥̀⸝⸝⸝) ,https://twitter.com/ontoshi_/status/1105646542327697408,0,1
2019-03-13,01:46:50,_0f2350_fdb58f,근데 그 사람들을 당선시킨 탓에 못가게 될 팬들도 분명 있지 않겠니?,https://twitter.com/_0f2350_fdb58f/status/1105646368519933953,0,0
2019-03-13,01:46:06,5x20_storms,"12월 7일 당선 되신분들,, 저랑 같이 입장하실 분 있나요ㅠㅠㅠㅠ 혼자가는데 입장이라도 같이하면서 이야기 나누실 분,,,",https://twitter.com/5x20_storms/status/1105646181365903362,1,0
2019-03-13,01:45:30,_0f2350_fdb58f,"근데 이미 다녀온 사람들도 꽤 많이 당선됐네....명의가 대체 몇개인건지, 단순히 운이 메가골드인건지..",https://twitter.com/_0f2350_fdb58f/status/1105646031604072449,0,0
2019-03-13,01:45:20,ninnininininnig,달님!!너무 축하드려요 ㅠㅠㅠ 당선 인거죠???흑흑,https://twitter.com/ninnininininnig/status/1105645987580674054,0,0
2019-03-13,01:44:59,duck_gemil,우와!!!! 제탐라에 준담 캐서린님이ㅠㅠㅠㅠㅠㅠ 쥬니콘당선되니 제가 넘넘좋아요 축하드려요!!@,https://twitter.com/duck_gemil/status/1105645901467402240,0,0
2019-03-13,01:43:25,ravie_arashi,"아아아아ㅏㅏㅜㅜㅜ 설마 설마 했지만 진짜 낙선이라니,,,ㅠㅠㅠㅠ 나두 실물한번만여ㅠㅠㅠ 글구 당선되신 분들 정말 축하드려요 ",https://twitter.com/ravie_arashi/status/1105645508901531650,0,0
2019-03-13,01:43:13,MNASO_119132,미쳤다고 당선됬다고 행복하다고!!!!!! @jiiidami ,https://twitter.com/MNASO_119132/status/1105645458859290624,0,14
2019-03-13,01:43:00,uroneluv,당선되신 분들 축하드려요 ,https://twitter.com/uroneluv/status/1105645400914972679,0,2
2019-03-13,01:42:30,159159kkk,당선되길 빌어조요 ,https://twitter.com/159159kkk/status/1105645275991822336,0,1
2019-03-13,01:41:34,walwal_zz,미친 내가 당선이라니,https://twitter.com/walwal_zz/status/1105645040448167936,0,0
2019-03-13,01:40:47,DH_Arashi,당선관련 키워드랑 당선자분들 일부 뮤트해뒀습니다 오늘 지나가면 풀 거예요:D... 직멘으로 자랑하시면 블락이니까 그렇게만 알아주십쇼.... 인간새끼가 못돼쳐먹어서 그럽니다.,https://twitter.com/DH_Arashi/status/1105644843462615041,0,0
2019-03-13,01:40:08,ninomi09160594,음 당선인데 아직도 메일은 안오네,https://twitter.com/ninomi09160594/status/1105644681637969926,0,1
2019-03-13,01:39:27,katharinejunjun,이번에 도쿄콘도 되고 삿포로콘도 되고 이제껏 중에 가장 당선운 좋은데 생일콘 기다리느라 마음껏 기뻐하지두 못했구 ㅠㅠㅠㅠㅠ 아 아 근데 정말 다행이다 나도 갈 수 있어서 ㅠㅠㅠ,https://twitter.com/katharinejunjun/status/1105644508643905536,0,1
2019-03-13,01:39:00,cinnamon115,아라시 콘서트 4월 19일꺼 당선됐당,https://twitter.com/cinnamon115/status/1105644396773412864,0,0
2019-03-13,01:38:18,katharinejunjun,쥰이 생일콘 당선 ㅠㅠㅠㅠㅠ 아 진짜 마지막으로 이 파미 결과 보기까지 정말 토할 것 같았는데 감사합니다 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ ,https://twitter.com/katharinejunjun/status/1105644219589222404,1,42
2019-03-13,01:37:28,noni_ramen,당선 축하드려용! (당신들... 아주 부러워... ) ,https://twitter.com/noni_ramen/status/1105644008523489280,0,9
2019-03-13,01:36:57,1k_j_s1,뭐.. 부활당선.. 되겠지! ㅇㅌ에 올라온거 그렇게 다 짤렸는데! ,https://twitter.com/1k_j_s1/status/1105643878000943106,0,0
